school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,average,sum,percentage
GP,F,18,2,GT3,2,3,3,services,services,home,mother,1,2,0,1,1,1,yes,yes,yes,2,no,5,3,4,1,1,4,0,7,0,0,2.333333,7,11.67
GP,F,18,2,LE3,2,2,2,other,other,home,other,1,2,0,1,1,1,yes,no,yes,2,yes,4,3,3,1,1,2,0,8,8,0,5.333333,16,26.67
GP,F,18,1,GT3,2,2,2,at_home,other,course,mother,2,4,0,1,1,1,yes,yes,yes,1,no,4,4,4,1,1,4,0,10,9,0,6.333333,19,31.67
GP,F,17,2,GT3,2,3,4,services,other,course,mother,1,3,0,1,1,1,no,yes,yes,2,no,4,4,5,1,3,5,16,16,15,15,15.33333,46,76.67
GP,F,19,1,GT3,1,3,1,services,at_home,home,other,1,3,1,1,1,2,no,yes,yes,1,no,5,4,3,1,2,5,12,14,13,13,13.33333,40,66.67
GP,F,17,2,GT3,2,3,2,other,other,home,mother,1,2,0,1,2,2,no,yes,yes,2,yes,4,3,2,2,3,2,0,7,8,0,5,15,25
GP,F,18,2,LE3,2,3,3,services,services,home,mother,1,4,0,1,2,1,no,yes,yes,2,no,5,3,3,1,1,1,7,16,15,17,16,48,80
GP,F,17,1,GT3,1,3,2,other,other,home,mother,1,2,0,1,2,2,no,yes,yes,2,no,4,3,3,2,3,2,4,9,10,10,9.666667,29,48.33
GP,F,19,2,GT3,2,2,1,services,services,home,other,1,3,1,1,1,2,yes,yes,yes,2,yes,4,3,4,1,3,3,4,11,12,11,11.33333,34,56.67
GP,M,18,2,GT3,2,4,4,teacher,services,home,father,1,2,1,1,2,1,yes,yes,yes,2,no,4,3,3,2,2,2,0,10,10,0,6.666667,20,33.33
GP,M,18,2,LE3,2,3,4,services,other,home,mother,1,2,0,1,1,1,yes,yes,yes,2,yes,4,3,3,1,3,5,11,16,15,15,15.33333,46,76.67
GP,F,17,2,GT3,1,2,2,at_home,at_home,home,father,1,2,1,1,2,1,no,yes,yes,2,yes,3,3,1,1,2,4,0,9,8,0,5.666667,17,28.33
GP,F,18,2,GT3,2,2,3,at_home,other,course,mother,1,3,0,1,2,1,no,yes,yes,2,no,4,3,3,1,2,3,4,11,10,10,10.33333,31,51.67
GP,F,18,2,GT3,2,3,2,other,services,other,mother,1,3,0,1,1,1,no,yes,yes,2,yes,5,4,3,2,3,1,7,13,13,14,13.33333,40,66.67
GP,M,18,1,GT3,2,4,3,teacher,services,course,mother,1,3,0,1,1,1,no,yes,yes,2,yes,5,3,2,1,2,4,9,16,15,16,15.66667,47,78.33
GP,M,18,2,GT3,2,4,3,teacher,other,course,mother,1,3,0,1,2,2,no,yes,yes,2,yes,5,4,5,2,3,5,0,10,10,9,9.666667,29,48.33
GP,F,17,2,GT3,2,4,3,health,other,reputation,mother,1,3,0,1,2,2,yes,yes,yes,2,yes,4,4,3,1,3,4,0,13,15,15,14.33333,43,71.67
MS,M,18,1,GT3,2,3,2,other,other,course,mother,2,1,1,1,2,1,no,no,yes,2,no,2,5,5,5,5,5,10,11,13,13,12.33333,37,61.67
MS,M,19,1,GT3,2,1,1,other,services,home,other,3,2,3,1,1,1,no,yes,yes,2,no,5,4,4,3,3,2,8,8,7,8,7.666667,23,38.33
MS,M,17,2,GT3,2,3,3,health,other,course,mother,2,2,0,1,2,2,no,yes,yes,2,no,4,5,4,2,3,3,2,13,13,13,13,39,65
MS,M,18,2,LE3,2,1,3,at_home,services,course,mother,1,1,1,1,1,1,no,yes,no,2,yes,4,3,3,2,3,3,7,8,7,8,7.666667,23,38.33
MS,M,19,1,GT3,2,1,1,other,other,home,other,3,1,1,1,2,1,no,yes,yes,2,no,4,4,4,3,3,5,4,8,8,8,8,24,40
MS,M,17,1,GT3,2,4,3,services,other,home,mother,2,2,0,1,2,2,yes,no,yes,2,yes,4,5,5,1,3,2,4,13,11,11,11.66667,35,58.33
MS,F,18,2,GT3,2,3,3,services,services,course,father,1,2,0,1,2,1,no,yes,yes,1,yes,5,3,4,1,1,5,0,10,9,9,9.333333,28,46.67
MS,F,17,1,GT3,2,4,4,teacher,services,other,father,2,2,0,1,2,2,yes,yes,yes,2,no,4,3,3,1,2,5,4,12,13,13,12.66667,38,63.33
MS,F,17,2,LE3,1,3,2,services,other,reputation,mother,2,2,0,1,1,1,no,yes,yes,1,yes,1,2,3,1,2,5,2,12,12,11,11.66667,35,58.33
MS,M,18,2,LE3,2,1,1,other,services,home,father,2,1,0,1,1,1,no,no,yes,2,yes,3,3,2,1,2,3,4,10,10,10,10,30,50
MS,F,18,2,LE3,2,1,1,at_home,services,course,father,2,3,0,1,1,1,no,yes,yes,2,no,5,3,2,1,1,4,0,18,16,16,16.66667,50,83.33
MS,F,18,1,LE3,1,1,4,at_home,other,course,mother,3,2,0,1,1,1,no,yes,yes,1,yes,4,3,4,1,4,5,0,13,13,13,13,39,65
MS,M,18,1,LE3,2,1,1,at_home,other,other,mother,2,2,1,1,1,1,yes,no,no,1,no,4,4,3,2,3,5,2,13,12,12,12.33333,37,61.67
MS,F,18,2,GT3,2,3,3,services,services,other,mother,2,2,0,1,2,1,no,yes,yes,2,yes,4,3,2,1,3,3,0,11,11,10,10.66667,32,53.33
MS,F,17,2,LE3,2,4,4,at_home,at_home,course,mother,1,2,0,1,2,2,yes,yes,yes,2,yes,2,3,4,1,1,1,0,16,15,15,15.33333,46,76.67
MS,F,17,1,GT3,2,1,2,other,services,course,father,2,2,0,1,1,1,no,no,yes,1,no,3,2,2,1,2,3,0,12,11,12,11.66667,35,58.33
MS,M,18,1,GT3,2,1,3,at_home,other,course,mother,2,2,0,1,2,2,no,yes,yes,1,no,3,3,4,2,4,3,4,10,10,10,10,30,50
MS,M,18,2,LE3,2,4,4,teacher,services,other,mother,2,3,0,1,1,2,no,yes,yes,2,yes,4,2,2,2,2,5,0,13,13,13,13,39,65
MS,F,17,1,GT3,2,1,1,other,services,reputation,mother,3,1,1,1,2,2,no,yes,yes,2,yes,5,2,1,1,2,1,0,7,6,0,4.333333,13,21.67
MS,F,18,2,GT3,2,2,3,at_home,services,course,father,2,1,0,1,2,2,no,yes,yes,2,yes,5,2,3,1,2,4,0,11,10,10,10.33333,31,51.67
MS,F,18,1,GT3,2,4,4,other,teacher,other,father,3,2,0,1,2,2,no,no,yes,2,yes,3,2,2,4,2,5,10,14,12,11,12.33333,37,61.67
MS,F,19,2,LE3,2,3,2,services,services,home,other,2,2,2,1,1,1,yes,yes,yes,1,yes,3,2,2,1,1,3,4,7,7,9,7.666667,23,38.33
MS,M,18,1,LE3,2,1,2,at_home,services,other,father,3,1,0,1,2,2,yes,yes,no,2,yes,4,3,3,2,3,3,3,14,12,12,12.66667,38,63.33
MS,F,17,2,GT3,2,2,2,other,at_home,home,mother,1,3,0,1,1,1,yes,yes,yes,1,yes,3,4,3,1,1,3,8,13,11,11,11.66667,35,58.33
MS,F,17,1,GT3,2,1,2,other,other,course,mother,1,1,0,1,1,1,yes,yes,yes,2,no,3,5,5,1,3,1,14,6,5,5,5.333333,16,26.67
MS,F,18,1,LE3,2,4,4,other,other,reputation,mother,2,3,0,1,1,1,no,yes,yes,2,no,5,4,4,1,1,1,0,19,18,19,18.66667,56,93.33
MS,F,18,1,GT3,2,1,1,other,other,home,mother,4,3,0,1,1,1,no,yes,yes,2,no,4,3,2,1,2,4,2,8,8,10,8.666667,26,43.33
MS,F,20,2,GT3,2,4,2,health,other,course,other,2,3,2,1,2,2,no,no,yes,2,yes,5,4,3,1,1,3,4,15,14,15,14.66667,44,73.33
MS,F,18,1,LE3,2,4,4,teacher,services,course,mother,1,2,0,1,1,2,yes,yes,yes,2,no,5,4,3,3,4,2,4,8,9,10,9,27,45
MS,F,18,2,GT3,2,3,3,other,other,home,mother,1,2,0,1,1,2,no,yes,yes,2,yes,4,1,3,1,2,1,0,15,15,15,15,45,75
MS,F,17,1,GT3,2,3,1,at_home,other,reputation,mother,1,2,0,1,2,2,yes,no,yes,2,no,4,5,4,2,3,1,17,10,10,10,10,30,50
MS,M,18,2,GT3,2,4,4,teacher,teacher,home,father,1,2,0,1,1,2,yes,no,yes,2,no,3,2,4,1,4,2,4,15,14,14,14.33333,43,71.67
MS,M,18,1,GT3,2,2,1,other,other,other,mother,2,1,0,1,1,1,yes,no,yes,2,yes,4,4,3,1,3,5,5,7,6,7,6.666667,20,33.33
MS,M,17,2,GT3,2,2,3,other,services,home,father,2,2,0,1,1,1,yes,yes,yes,2,no,4,4,3,1,1,3,2,11,11,10,10.66667,32,53.33
MS,M,19,1,GT3,2,1,1,other,services,other,mother,2,1,1,1,1,1,no,yes,yes,1,no,4,3,2,1,3,5,0,6,5,0,3.666667,11,18.33
MS,M,18,1,GT3,2,4,2,other,other,home,father,2,1,1,1,1,2,no,yes,yes,1,no,5,4,3,4,3,3,14,6,5,5,5.333333,16,26.67
MS,F,18,1,GT3,2,2,2,at_home,other,other,mother,2,3,0,1,1,2,no,yes,yes,1,no,5,3,3,1,3,4,2,10,9,10,9.666667,29,48.33
MS,F,18,1,GT3,2,4,4,teacher,at_home,reputation,mother,3,1,0,1,2,2,yes,yes,yes,2,yes,4,4,3,2,2,5,7,6,5,6,5.666667,17,28.33
MS,F,19,1,GT3,2,2,3,services,other,course,mother,1,3,1,1,1,1,yes,no,yes,2,no,5,4,2,1,2,5,0,7,5,0,4,12,20
MS,F,18,2,LE3,2,3,1,teacher,services,course,mother,1,2,0,1,2,2,no,yes,yes,2,no,4,3,4,1,1,1,0,7,9,8,8,24,40
MS,F,18,2,GT3,2,1,1,other,other,course,mother,2,2,1,1,1,1,yes,yes,yes,1,no,1,1,1,1,1,5,0,6,5,0,3.666667,11,18.33
MS,M,20,2,LE3,1,2,2,services,services,course,other,1,2,2,1,2,2,no,yes,yes,1,no,5,5,4,4,5,4,11,9,9,9,9,27,45
MS,M,17,2,LE3,2,3,1,services,services,course,mother,2,1,0,1,1,1,no,no,yes,2,no,2,4,5,3,4,2,3,14,16,16,15.33333,46,76.67
MS,M,21,1,GT3,2,1,1,other,other,course,other,1,1,3,1,1,1,no,no,yes,1,no,5,5,3,3,3,3,3,10,8,7,8.333333,25,41.67
MS,M,18,1,LE3,2,3,2,services,other,course,mother,3,1,0,1,1,1,no,no,yes,2,no,4,4,1,3,4,5,0,11,12,10,11,33,55
MS,M,19,2,LE3,2,1,1,other,at_home,course,father,1,1,0,1,1,1,no,yes,yes,2,no,3,2,3,3,3,5,5,8,9,9,8.666667,26,43.33
